Open Datetime,Close Datetime,Symbol,Side,Volume,Exec Count,Entry Price,Exit Price,Gross P&L,Gross P&L (%),Shared,Notes,Tags,Gross P&L (t),Position MFE,Position MAE,Price MFE,Price MAE,Position MFE Datetime,Position MAE Datetime,Price MFE Datetime,Price MAE Datetime
2026-03-16 11:14:22,2026-03-16 11:14:36,CTMX,L,20,2,8.09,8.11,0.2,0.25,false,,"","",0.2,0.0,0.1,-0.03,2026-03-16 11:14:00,"",2026-03-16 11:14:00,2026-03-16 11:14:00
2026-03-16 11:12:06,2026-03-16 11:12:46,CTMX,L,20,2,8.08,8.11,0.3,0.37,false,,"","",0.3,0.0,0.0797,-0.07,2026-03-16 11:12:00,"",2026-03-16 11:12:00,2026-03-16 11:12:00
2026-03-16 11:08:54,2026-03-16 11:09:19,CTMX,L,20,2,7.91,7.93,0.2,0.25,false,,"","",0.2,0.0,0.02,0.0,2026-03-16 11:09:19,"",2026-03-16 11:09:19,2026-03-16 11:08:54
2026-03-16 11:06:37,2026-03-16 11:07:32,CTMX,L,20,2,7.8,7.82,0.2,0.26,false,,"","",0.2,0.0,0.02,0.0,2026-03-16 11:07:32,"",2026-03-16 11:07:32,2026-03-16 11:06:37
2026-03-16 11:06:22,2026-03-16 11:06:31,CTMX,L,20,2,7.78,7.8,0.2,0.26,false,,"","",0.2,0.0,0.04,-0.12,2026-03-16 11:06:00,"",2026-03-16 11:06:00,2026-03-16 11:06:00
2026-03-16 11:05:42,2026-03-16 11:05:52,CTMX,L,20,2,7.61,7.67,0.6,0.79,false,,"","",0.6,0.0,0.08,-0.04,2026-03-16 11:05:00,"",2026-03-16 11:05:00,2026-03-16 11:05:00
2026-03-16 11:04:43,2026-03-16 11:05:08,CTMX,L,20,2,7.58,7.61,0.3,0.40,false,,"","",0.3,0.0,0.03,0.0,2026-03-16 11:05:08,"",2026-03-16 11:05:08,2026-03-16 11:04:43
2026-03-16 11:02:48,2026-03-16 11:03:04,CTMX,L,20,2,7.51,7.52,0.1,0.13,false,,"","",0.1,0.0,0.01,0.0,2026-03-16 11:03:04,"",2026-03-16 11:03:04,2026-03-16 11:02:48
2026-03-16 11:01:41,2026-03-16 11:02:18,CTMX,L,20,2,7.43,7.45,0.2,0.27,false,,"","",0.2,0.0,0.02,0.0,2026-03-16 11:02:18,"",2026-03-16 11:02:18,2026-03-16 11:01:41
2026-03-16 11:00:39,2026-03-16 11:01:18,CTMX,L,20,2,7.45,7.47,0.2,0.27,false,,"","",0.2,0.0,0.02,0.0,2026-03-16 11:01:18,"",2026-03-16 11:01:18,2026-03-16 11:00:39
2026-03-16 10:55:18,2026-03-16 10:57:36,CTMX,L,20,2,7.38,7.39,0.1,0.14,false,,"","",0.1,-0.5,0.01,-0.05,2026-03-16 10:57:36,2026-03-16 10:56:00,2026-03-16 10:57:36,2026-03-16 10:56:00
2026-03-13 14:19:33,2026-03-13 14:30:41,SHIM,L,60,2,3.57,3.59,0.6,0.56,false,,"","",0.9,-0.9,0.03,-0.03,2026-03-13 14:21:00,2026-03-13 14:24:00,2026-03-13 14:21:00,2026-03-13 14:24:00
2026-03-13 14:11:37,2026-03-13 14:11:47,SHIM,L,60,2,3.54,3.56,0.6,0.56,false,,"","",,,,,"","","",""
2026-03-13 12:33:40,2026-03-13 13:48:09,SHIM,L,40,2,3.58,3.58,0.0,0.00,false,,"","",0.4,-5.4,0.02,-0.27,2026-03-13 12:34:00,2026-03-13 12:50:00,2026-03-13 12:34:00,2026-03-13 12:50:00
2026-03-13 12:04:34,2026-03-13 12:09:39,SHIM,L,40,2,3.45,3.51,1.2,1.74,false,,"","",1.2,-0.1,0.06,-0.005,2026-03-13 12:09:39,2026-03-13 12:05:00,2026-03-13 12:09:39,2026-03-13 12:05:00
2026-03-13 11:54:19,2026-03-13 12:01:41,SHIM,L,40,2,3.38,3.41,0.6,0.89,false,,"","",0.8,0.0,0.04,0.0,2026-03-13 11:59:00,"",2026-03-13 11:59:00,2026-03-13 11:54:19
